"term id","# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"10","323","11","GO Component","","secretory granule lumen","4.5E-4","APOA1|C3|S100P|FGB|PLG|FGG|ARG1|S100A8|S100A9|ARHGAP9|ITIH3","2530","2581|2632|2661|2578|2575|2566|2627|2628|2641|2585|2662","","GO.0034774","0"
"11","1779","31","GO Process","","small molecule metabolic process","5.2E-4","ADH1A|PON1|APOB|APOA1|C3|G6PC|ITIH1|STAR|HPD|LIPC|AMN|HNF4A|PCK1|MYH7|TAT|ARG1|ITIH2|HMGCS2|ANGPTL3|MAT1A|ALDOB|HSPA1B|NUDT10|CPS1|FBP1|ITIH3|GC|CEBPA|PAH|ENSP00000461324|UPP2","2530","2592|2611|2583|2581|2632|2550|2589|2629|2639|2614|2567|2619|2590|2574|2622|2627|2545|2569|2542|2601|2577|2568|2570|2557|2556|2662|2631|2594|2642|2565|2554","","GO.0044281","0"
"12","285","11","GO Process","","alcohol metabolic process","8.7E-4","ADH1A|PON1|APOB|APOA1|STAR|LIPC|PCK1|HMGCS2|ANGPTL3|NUDT10|CEBPA","2530","2592|2611|2583|2581|2629|2614|2590|2569|2542|2570|2594","","GO.0006066","0"
"13","109","8","GO Process","","cholesterol metabolic process","8.7E-4","PON1|APOB|APOA1|STAR|LIPC|HMGCS2|ANGPTL3|CEBPA","2530","2611|2583|2581|2629|2614|2569|2542|2594","","GO.0008203","0"
"14","491","15","GO Process","","response to inorganic substance","8.7E-4","PON1|APOB|IGFBP2|STAR|FGB|HBB|FGG|TAT|ARG1|DRD2|ACTA1|S100A8|CPS1|FBP1|CEBPA","2530","2611|2583|2580|2629|2578|2560|2566|2622|2627|2540|2551|2628|2557|2556|2594","","GO.0010035","0"
"15","339","12","GO Process","","response to metal ion","8.7E-4","IGFBP2|STAR|FGB|FGG|TAT|ARG1|DRD2|ACTA1|S100A8|CPS1|FBP1|CEBPA","2530","2580|2629|2578|2566|2622|2627|2540|2551|2628|2557|2556|2594","","GO.0010038","0"
"16","77","7","GO Process","","regulation of blood coagulation","8.7E-4","VTN|PLEK|FGB|PLG|FGG|SERPINC1|S100A9","2530","2616|2544|2578|2575|2566|2564|2641","","GO.0030193","0"
"17","420","14","GO Process","","organic hydroxy compound metabolic process","8.7E-4","ADH1A|PON1|APOB|APOA1|STAR|LIPC|PCK1|DRD2|HMGCS2|ANGPTL3|NUDT10|GC|CEBPA|PAH","2530","2592|2611|2583|2581|2629|2614|2590|2540|2569|2542|2570|2631|2594|2642","","GO.1901615","0"
"18","72","6","KEGG Pathways","","Biosynthesis of amino acids","0.0012","TAT|ARG1|MAT1A|ALDOB|CPS1|PAH","2530","2622|2627|2601|2577|2557|2642","","hsa01230","0"
"19","78","6","KEGG Pathways","","Complement and coagulation cascades","0.0012","VTN|C3|FGB|PLG|FGG|SERPINC1","2530","2616|2632|2578|2575|2566|2564","","hsa04610","0"
"20","48","5","KEGG Pathways","","Cholesterol metabolism","0.0012","APOB|APOA1|STAR|LIPC|ANGPTL3","2530","2583|2581|2629|2614|2542","","hsa04979","0"
"21","2951","38","UniProt Keywords","","Disease mutation","0.0012","APOB|APOA1|C3|G6PC|STAR|HPD|LIPC|AMN|FGB|MYOZ2|PLG|HNF4A|MAB21L2|COL4A5|ALAS2|HBB|FGG|MYH7|TAT|ARG1|DRD2|ACTA1|SERPINC1|HMGCS2|IGSF1|MAT1A|GJB1|ALDOB|HBG2|GPC3|SCN4A|MYBPC1|CPS1|FBP1|GABRG2|MCIDAS|CEBPA|PAH","2530","2583|2581|2632|2550|2629|2639|2614|2567|2578|2610|2575|2619|2608|2603|2655|2560|2566|2574|2622|2627|2540|2551|2564|2569|2588|2601|2646|2577|2546|2587|2626|2663|2557|2556|2623|2617|2594|2642","","KW-0225","0"
"22","87","6","UniProt Keywords","","Heparin-binding","0.0012","VTN|PF4V1|APOB|LIPC|SERPINC1|ANGPTL3","2530","2616|2555|2583|2614|2564|2542","","KW-0358","0"
"23","6","3","UniProt Keywords","","Phenylalanine catabolism","0.0012","HPD|TAT|PAH","2530","2639|2622|2642","","KW-0585","0"
"24","3237","40","UniProt Keywords","","Signal","0.0012","CA11|IL2RB|PON1|WNT16|VTN|PF4V1|APOB|IGFBP2|APOA1|C3|GRIK5|CP|WNT2|ITIH1|IGFBP1|SEMA3D|LIPC|AMN|FGB|PLG|KLK10|CHRNA3|COL4A5|FGG|ITIH2|BRINP2|SERPINC1|GABRA3|IGSF1|ANGPTL3|GPC3|FGL1|PSG4|GABRR2|ADM5|GABRG2|SPARCL1|ITIH3|GC|PCDH7","2530","2593|2618|2611|2559|2616|2555|2583|2580|2581|2632|2637|2620|2562|2589|2605|2606|2614|2567|2578|2575|2561|2549|2603|2566|2545|2654|2564|2613|2588|2542|2587|2650|2579|2597|2640|2623|2541|2662|2631|2658","","KW-0732","0"
"25","3276","40","UniProt Keywords","","Disulfide bond","0.0012","IL2RB|PON1|WNT16|VTN|PF4V1|ST8SIA4|APOB|IGFBP2|C3|GRIK5|CP|WNT2|ITIH1|IGFBP1|SEMA3D|FGB|PLG|KLK10|CHRNA3|GPR4|TIMM22|COL4A5|FGG|ITIH2|DRD2|SERPINC1|GABRA3|IGSF1|ANGPTL3|MAT1A|GPC3|FGL1|PSG4|GABRR2|ADM5|SCN4A|GABRG2|SPARCL1|GC|UPP2","2530","2618|2611|2559|2616|2555|2547|2583|2580|2632|2637|2620|2562|2589|2605|2606|2578|2575|2561|2549|2634|2572|2603|2566|2545|2540|2564|2613|2588|2542|2601|2587|2650|2579|2597|2640|2626|2623|2541|2631|2554","","KW-1015","0"
"26","125","7","Reactome Pathways","","Platelet degranulation","0.0012","PLEK|APOA1|FGB|PLG|FGG|ITIH3|PCDH7","2530","2544|2581|2578|2575|2566|2662|2658","","HSA-114608","0"
"27","22","4","Reactome Pathways","","Common Pathway of Fibrin Clot Formation","0.0012","PF4V1|FGB|FGG|SERPINC1","2530","2555|2578|2566|2564","","HSA-140875","0"
"28","8","3","UniProt Keywords","","Atherosclerosis","0.0013","APOB|APOA1|RSAD2","2530","2583|2581|2624","","KW-0065","0"
"29","55","5","UniProt Keywords","","Proteoglycan","0.0013","PF4V1|ITIH1|ITIH2|GPC3|ITIH3","2530","2555|2589|2545|2587|2662","","KW-0654","0"
"30","55","5","UniProt Keywords","","S-nitrosylation","0.0013","HBB|S100A8|S100A9|MAT1A|HBG2","2530","2560|2628|2641|2601|2546","","KW-0702","0"
"31","248","10","GO Process","","steroid metabolic process","0.0013","PON1|APOB|APOA1|G6PC|STAR|LIPC|HMGCS2|ANGPTL3|GC|CEBPA","2530","2611|2583|2581|2550|2629|2614|2569|2542|2631|2594","","GO.0008202","0"
"32","69","6","GO Process","","triglyceride metabolic process","0.0017","APOB|APOA1|G6PC|LIPC|PCK1|CPS1","2530","2583|2581|2550|2614|2590|2557","","GO.0006641","0"
"33","8","3","GO Component","","fibrinogen complex","0.0018","FGB|FGG|FGL1","2530","2578|2566|2650","","GO.0005577","0"
"34","71","6","GO Process","","cholesterol homeostasis","0.0018","APOB|APOA1|G6PC|LIPC|HNF4A|ANGPTL3","2530","2583|2581|2550|2614|2619|2542","","GO.0042632","0"
"35","111","7","GO Process","","lipid homeostasis","0.0018","APOB|APOA1|G6PC|LIPC|HNF4A|ANGPTL3|CEBPA","2530","2583|2581|2550|2614|2619|2542|2594","","GO.0055088","0"
"36","11","3","UniProt Keywords","","Gluconeogenesis","0.002","G6PC|PCK1|FBP1","2530","2550|2590|2556","","KW-0312","0"
"37","547","14","GO Process","","response to wounding","0.002","PF4V1|APOA1|IGFBP1|FGB|PLG|HNF4A|GPR4|HBB|FGG|ARG1|DRD2|SERPINC1|S100A8|HBG2","2530","2555|2581|2605|2578|2575|2619|2634|2560|2566|2627|2540|2564|2628|2546","","GO.0009611","0"
"38","30","4","Reactome Pathways","","Plasma lipoprotein remodeling","0.0022","APOB|APOA1|LIPC|ANGPTL3","2530","2583|2581|2614|2542","","HSA-8963899","0"
"39","29","4","SMART Domains","","Fibrinogen-related domains (FReDs)","0.0024","FGB|FGG|ANGPTL3|FGL1","2530","2578|2566|2542|2650","","SM00186","0"
"40","7","3","SMART Domains","","Vault protein Inter-alpha-Trypsin domain","0.0024","ITIH1|ITIH2|ITIH3","2530","2589|2545|2662","","SM00609","0"
"41","67","5","Reactome Pathways","","Plasma lipoprotein assembly, remodeling, and clearance","0.0025","APOB|APOA1|LIPC|AMN|ANGPTL3","2530","2583|2581|2614|2567|2542","","HSA-174824","0"
"42","11","3","Reactome Pathways","","Phenylalanine and tyrosine catabolism","0.0025","HPD|TAT|PAH","2530","2639|2622|2642","","HSA-71182","0"
"43","32","4","Reactome Pathways","","Plasma lipoprotein clearance","0.0025","APOB|APOA1|LIPC|AMN","2530","2583|2581|2614|2567","","HSA-8964043","0"
"44","46","5","GO Process","","gluconeogenesis","0.0027","G6PC|PCK1|ALDOB|FBP1|ENSP00000461324","2530","2550|2590|2577|2556|2565","","GO.0006094","0"
"45","4353","46","UniProt Keywords","","Glycoprotein","0.0029","CA11|IL2RB|PON1|WNT16|VTN|PF4V1|ST8SIA4|APOB|IGFBP2|APOA1|C3|G6PC|GRIK5|CP|WNT2|ITIH1|SEMA3D|LIPC|AMN|TMEM145|GPR82|FGB|PLG|KLK10|CHRNA3|GPR4|COL4A5|HBB|FGG|ITIH2|BRINP2|DRD2|SERPINC1|GABRA3|IGSF1|ANGPTL3|GPC3|PSG4|GABRR2|SCN4A|CPS1|GABRG2|SPARCL1|ITIH3|GC|PCDH7","2530","2593|2618|2611|2559|2616|2555|2547|2583|2580|2581|2632|2550|2637|2620|2562|2589|2606|2614|2567|2571|2552|2578|2575|2561|2549|2634|2603|2560|2566|2545|2654|2540|2564|2613|2588|2542|2587|2579|2597|2626|2557|2623|2541|2662|2631|2658","","KW-0325","0"
"46","68","5","KEGG Pathways","","Glycolysis / Gluconeogenesis","0.003","ADH1A|G6PC|PCK1|ALDOB|FBP1","2530","2592|2550|2590|2577|2556","","hsa00010","0"
"47","129","7","GO Process","","platelet degranulation","0.0032","PLEK|APOA1|FGB|PLG|FGG|ITIH3|PCDH7","2530","2544|2581|2578|2575|2566|2662|2658","","GO.0002576","0"
"48","365","11","GO Process","","post-translational protein modification","0.0032","APOB|APOA1|C3|CP|IGFBP1|ASB5|FGG|ITIH2|SERPINC1|GPC3|SPARCL1","2530","2583|2581|2632|2620|2605|2602|2566|2545|2564|2587|2541","","GO.0043687","0"
"49","828","16","GO Component","","secretory granule","0.0033","APOA1|C3|S100P|FGB|PLG|HBB|FGG|STK31|ARG1|DRD2|S100A8|S100A9|HSPA1B|ARHGAP9|ITIH3|PCDH7","2530","2581|2632|2661|2578|2575|2560|2566|2600|2627|2540|2628|2641|2568|2585|2662|2658","","GO.0030141","0"
"50","601","13","Reactome Pathways","","Hemostasis","0.0033","PF4V1|APOB|PLEK|APOA1|FGB|PLG|HBB|FGG|SERPINC1|HBG2|PSG4|ITIH3|PCDH7","2530","2555|2583|2544|2581|2578|2575|2560|2566|2564|2546|2579|2662|2658","","HSA-109582","0"
"51","25","4","GO Process","","triglyceride catabolic process","0.0035","APOB|APOA1|LIPC|CPS1","2530","2583|2581|2614|2557","","GO.0019433","0"
"52","854","17","GO Process","","carboxylic acid metabolic process","0.0036","PON1|C3|ITIH1|STAR|HPD|LIPC|HNF4A|PCK1|TAT|ARG1|ITIH2|ANGPTL3|MAT1A|ALDOB|CPS1|ITIH3|PAH","2530","2611|2632|2589|2629|2639|2614|2619|2590|2622|2627|2545|2542|2601|2577|2557|2662|2642","","GO.0019752","0"
"53","24","4","Pfam","","Fibrinogen beta and gamma chains, C-terminal globular domain","0.0038","FGB|FGG|ANGPTL3|FGL1","2530","2578|2566|2542|2650","","PF00147","0"
"54","6","3","Pfam","","Inter-alpha-trypsin inhibitor heavy chain C-terminus","0.0038","ITIH1|ITIH2|ITIH3","2530","2589|2545|2662","","PF06668","0"
"55","959","18","GO Process","","organic acid metabolic process","0.0039","PON1|C3|G6PC|ITIH1|STAR|HPD|LIPC|HNF4A|PCK1|TAT|ARG1|ITIH2|ANGPTL3|MAT1A|ALDOB|CPS1|ITIH3|PAH","2530","2611|2632|2550|2589|2629|2639|2614|2619|2590|2622|2627|2545|2542|2601|2577|2557|2662|2642","","GO.0006082","0"
"56","691","15","GO Process","","regulated exocytosis","0.0039","PLEK|APOA1|C3|S100P|FGB|PLG|HBB|FGG|ARG1|S100A8|S100A9|HSPA1B|ARHGAP9|ITIH3|PCDH7","2530","2544|2581|2632|2661|2578|2575|2560|2566|2627|2628|2641|2568|2585|2662|2658","","GO.0045055","0"
"57","10","3","Pfam","","Vault protein inter-alpha-trypsin domain","0.0042","ITIH1|ITIH2|ITIH3","2530","2589|2545|2662","","PF08487","0"
"58","622","14","GO Process","","drug metabolic process","0.0045","ADH1A|STAR|HPD|AMN|HBB|MYH7|TAT|DRD2|HMGCS2|MAT1A|ALDOB|HSPA1B|CPS1|PAH","2530","2592|2629|2639|2567|2560|2574|2622|2540|2569|2601|2577|2568|2557|2642","","GO.0017144","0"
"59","46","4","UniProt Keywords","","Blood coagulation","0.0047","FGB|PLG|FGG|SERPINC1","2530","2578|2575|2566|2564","","KW-0094","0"
"60","17","3","UniProt Keywords","","HDL","0.0047","PON1|APOA1|LIPC","2530","2611|2581|2614","","KW-0345","0"
"61","3799","41","UniProt Keywords","","Disease","0.0047","APOB|APOA1|C3|G6PC|STAR|HPD|LIPC|AMN|FGB|MYOZ2|PLG|KLK10|HNF4A|MAB21L2|COL4A5|ALAS2|HBB|FGG|EPB41L3|MYH7|TAT|ARG1|DRD2|ACTA1|SERPINC1|HMGCS2|IGSF1|MAT1A|GJB1|ALDOB|HBG2|RSAD2|GPC3|SCN4A|MYBPC1|CPS1|FBP1|GABRG2|MCIDAS|CEBPA|PAH","2530","2583|2581|2632|2550|2629|2639|2614|2567|2578|2610|2575|2561|2619|2608|2603|2655|2560|2566|2553|2574|2622|2627|2540|2551|2564|2569|2588|2601|2646|2577|2546|2624|2587|2626|2663|2557|2556|2623|2617|2594|2642","","KW-9995","0"
"62","9","3","GO Process","","phospholipid homeostasis","0.0047","APOA1|HNF4A|ANGPTL3","2530","2581|2619|2542","","GO.0055091","0"
"63","483","12","GO Process","","regulation of body fluid levels","0.0058","VTN|PF4V1|PLEK|FGB|PLG|HNF4A|HBB|FGG|DRD2|SERPINC1|S100A9|HBG2","2530","2616|2555|2544|2578|2575|2619|2560|2566|2540|2564|2641|2546","","GO.0050878","0"
"64","40","4","GO Component","","plasma lipoprotein particle","0.0061","PON1|APOB|APOA1|LIPC","2530","2611|2583|2581|2614","","GO.0034358","0"
"65","569","13","GO Process","","small molecule biosynthetic process","0.0061","APOA1|G6PC|STAR|LIPC|PCK1|HMGCS2|ALDOB|NUDT10|CPS1|FBP1|PAH|ENSP00000461324|UPP2","2530","2581|2550|2629|2614|2590|2569|2577|2570|2557|2556|2642|2565|2554","","GO.0044283","0"
"66","17","3","KEGG Pathways","","Phenylalanine metabolism","0.0064","HPD|TAT|PAH","2530","2639|2622|2642","","hsa00360","0"
"67","11","3","GO Process","","urea cycle","0.0064","ARG1|CPS1|CEBPA","2530","2627|2557|2594","","GO.0000050","0"
"68","11","3","GO Process","","L-phenylalanine metabolic process","0.0064","HPD|TAT|PAH","2530","2639|2622|2642","","GO.0006558","0"
"69","11","3","GO Process","","L-phenylalanine catabolic process","0.0064","HPD|TAT|PAH","2530","2639|2622|2642","","GO.0006559","0"
"70","33","4","GO Process","","triglyceride homeostasis","0.0064","APOA1|LIPC|HNF4A|ANGPTL3","2530","2581|2614|2619|2542","","GO.0070328","0"
"71","11","3","GO Process","","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process","0.0064","HPD|TAT|PAH","2530","2639|2622|2642","","GO.1902221","0"
"72","11","3","GO Process","","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process","0.0064","HPD|TAT|PAH","2530","2639|2622|2642","","GO.1902222","0"
"73","12","3","GO Process","","urea metabolic process","0.0067","ARG1|CPS1|CEBPA","2530","2627|2557|2594","","GO.0019627","0"
"74","12","3","GO Process","","triglyceride-rich lipoprotein particle remodeling","0.0067","APOB|APOA1|LIPC","2530","2583|2581|2614","","GO.0034370","0"
"75","17","3","GO Component","","GABA-A receptor complex","0.0072","GABRA3|GABRR2|GABRG2","2530","2613|2597|2623","","GO.1902711","0"
"76","6","3","InterPro Domains","","Inter-alpha-trypsin inhibitor heavy chain, C-terminal","0.008","ITIH1|ITIH2|ITIH3","2530","2589|2545|2662","","IPR010600","0"
"77","19","3","GO Component","","endocytic vesicle lumen","0.0083","APOB|APOA1|HBB","2530","2583|2581|2560","","GO.0071682","0"
"78","4","2","UniProt Keywords","","Tyrosine catabolism","0.0086","HPD|TAT","2530","2639|2622","","KW-0828","0"
"79","40","4","GO Process","","plasma lipoprotein particle clearance","0.0096","APOB|APOA1|LIPC|AMN","2530","2583|2581|2614|2567","","GO.0034381","0"
"80","6507","61","GO Process","","multicellular organismal process","0.0103","KRT23|WNT16|VTN|PF4V1|ST8SIA4|APOB|IGFBP2|PLEK|APOA1|TEX14|HIST1H1A|C3|G6PC|BARX1|GRIK5|WNT2|STAR|SEMA3D|S100P|RPL10L|LIPC|AMN|ZNF804A|CDK5R2|FGB|ANKRD2|PLG|HNF4A|CHRNA3|GPR4|MAB21L2|ALAS2|HBB|FGG|EPB41L3|MYH7|ARG1|BRINP2|DRD2|ACTA1|SERPINC1|S100A8|S100A9|ANGPTL3|NAP1L2|GJB1|SOX21|AARD|HBG2|RSAD2|DMRT2|GPC3|PSG4|GABRR2|SCN4A|MYBPC1|CPS1|CELF4|GABRG2|ONECUT2|CEBPA","2530","2591|2559|2616|2555|2547|2583|2580|2544|2581|2648|2647|2632|2550|2635|2637|2562|2629|2606|2661|2657|2614|2567|2636|2598|2578|2649|2575|2619|2549|2634|2608|2655|2560|2566|2553|2574|2627|2654|2540|2551|2564|2628|2641|2542|2644|2646|2607|2548|2546|2624|2621|2587|2579|2597|2626|2663|2557|2659|2623|2643|2594","","GO.0032501","0"
"81","3","2","SMART Domains","","Fibrinogen alpha/beta chain family","0.0108","FGB|FGG","2530","2578|2566","","SM01212","0"
"82","461","11","GO Process","","wound healing","0.0109","PF4V1|IGFBP1|FGB|PLG|HNF4A|GPR4|HBB|FGG|SERPINC1|S100A8|HBG2","2530","2555|2605|2578|2575|2619|2634|2560|2566|2564|2628|2546","","GO.0042060","0"
"83","995","17","GO Process","","chemical homeostasis","0.0111","APOB|APOA1|G6PC|GRIK5|CP|STAR|LIPC|HNF4A|GPR4|PCK1|ALAS2|DRD2|S100A8|S100A9|ANGPTL3|CPS1|CEBPA","2530","2583|2581|2550|2637|2620|2629|2614|2619|2634|2590|2655|2540|2628|2641|2542|2557|2594","","GO.0048878","0"
"84","4","2","Reactome Pathways","","HDL clearance","0.0114","APOA1|AMN","2530","2581|2567","","HSA-8964011","0"
"85","105","5","Reactome Pathways","","Diseases of metabolism","0.0122","G6PC|AMN|MAT1A|ALDOB|PAH","2530","2550|2567|2601|2577|2642","","HSA-5668914","0"
"86","2","2","GO Process","","neutrophil aggregation","0.0124","S100A8|S100A9","2530","2628|2641","","GO.0070488","0"
"87","47","4","Pfam","","Neurotransmitter-gated ion-channel ligand binding domain","0.013","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","PF02931","0"
"88","46","4","Pfam","","Neurotransmitter-gated ion-channel transmembrane region","0.013","CHRNA3|GABRA3|GABRR2|GABRG2","2530","2549|2613|2597|2623","","PF02932","0"
"89","3","2","Pfam","","Fibrinogen alpha/beta chain family","0.013","FGB|FGG","2530","2578|2566","","PF08702","0"
"90","32","4","InterPro Domains","","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain","0.0133","FGB|FGG|ANGPTL3|FGL1","2530","2578|2566|2542|2650","","IPR002181","0"
"91","10","3","InterPro Domains","","VIT domain","0.0133","ITIH1|ITIH2|ITIH3","2530","2589|2545|2662","","IPR013694","0"
"92","32","4","InterPro Domains","","Fibrinogen-like, C-terminal","0.0133","FGB|FGG|ANGPTL3|FGL1","2530","2578|2566|2542|2650","","IPR036056","0"
"93","45","4","GO Process","","anion homeostasis","0.0133","APOA1|HNF4A|ANGPTL3|CPS1","2530","2581|2619|2542|2557","","GO.0055081","0"
"94","22","3","Pfam","","von Willebrand factor type A domain","0.0137","ITIH1|ITIH2|ITIH3","2530","2589|2545|2662","","PF13768","0"
"95","5","2","Reactome Pathways","","Abacavir metabolism","0.014","ADH1A|PCK1","2530","2592|2590","","HSA-2161541","0"
"96","5","2","Reactome Pathways","","Scavenging by Class B Receptors","0.014","APOB|APOA1","2530","2583|2581","","HSA-3000471","0"
"97","5","2","Reactome Pathways","","Chylomicron clearance","0.014","APOB|LIPC","2530","2583|2614","","HSA-8964026","0"
"98","116","5","UniProt Keywords","","Protease inhibitor","0.0141","ITIH1|ITIH2|SERPINC1|GPC3|ITIH3","2530","2589|2545|2564|2587|2662","","KW-0646","0"
"99","87","5","GO Process","","toll-like receptor signaling pathway","0.0146","APOB|FGB|FGG|S100A8|S100A9","2530","2583|2578|2566|2628|2641","","GO.0002224","0"
"100","1513","23","GO Function","","signaling receptor binding","0.0154","WNT16|VTN|PF4V1|APOB|IGFBP2|APOA1|C3|WNT2|IGFBP1|SEMA3D|S100P|AMN|FGB|PLG|HNF4A|FGG|DRD2|S100A8|S100A9|IGSF1|ANGPTL3|HSPA1B|RUNDC3A","2530","2559|2616|2555|2583|2580|2581|2632|2562|2605|2606|2661|2567|2578|2575|2619|2566|2540|2628|2641|2588|2542|2568|2609","","GO.0005102","0"
"101","76","5","GO Function","","extracellular ligand-gated ion channel activity","0.0154","GRIK5|CHRNA3|GABRA3|GABRR2|GABRG2","2530","2637|2549|2613|2597|2623","","GO.0005230","0"
"102","161","7","GO Function","","heparin binding","0.0154","VTN|PF4V1|APOB|HIST1H1A|LIPC|SERPINC1|ANGPTL3","2530","2616|2555|2583|2647|2614|2564|2542","","GO.0008201","0"
"103","187","8","GO Function","","carboxylic acid binding","0.0154","ST8SIA4|HNF4A|PCK1|ALAS2|TAT|S100A8|S100A9|CPS1","2530","2547|2619|2590|2655|2622|2628|2641|2557","","GO.0031406","0"
"104","11","3","GO Function","","RAGE receptor binding","0.0154","S100P|S100A8|S100A9","2530","2661|2628|2641","","GO.0050786","0"
"105","48","4","GO Process","","negative regulation of blood coagulation","0.0159","VTN|FGB|PLG|FGG","2530","2616|2578|2575|2566","","GO.0030195","0"
"106","6","2","Reactome Pathways","","Metal sequestration by antimicrobial proteins","0.0159","S100A8|S100A9","2530","2628|2641","","HSA-6799990","0"
"107","5","2","KEGG Pathways","","Phenylalanine, tyrosine and tryptophan biosynthesis","0.0167","TAT|PAH","2530","2622|2642","","hsa00400","0"
"108","17","3","GO Function","","cholesterol transporter activity","0.017","APOB|APOA1|STAR","2530","2583|2581|2629","","GO.0017127","0"
"109","339","9","GO Process","","extracellular structure organization","0.0173","VTN|APOB|APOA1|TEX14|LIPC|FGB|PLG|COL4A5|FGG","2530","2616|2583|2581|2648|2614|2578|2575|2603|2566","","GO.0043062","0"
"110","7","2","UniProt Keywords","","Urea cycle","0.018","ARG1|CPS1","2530","2627|2557","","KW-0835","0"
"111","20","3","GO Process","","aromatic amino acid family catabolic process","0.0185","HPD|TAT|PAH","2530","2639|2622|2642","","GO.0009074","0"
"112","20","3","GO Process","","regulation of lipoprotein lipase activity","0.0185","APOA1|LIPC|ANGPTL3","2530","2581|2614|2542","","GO.0051004","0"
