source,term_name,term_id,adjusted_p_value,intersections    
GO:BP,hemostasis,GO:0007599,0.011728943188367,"FGG,FGB,SERPINC1,F2,PROC,HRG,VTN,PF4V1,F5,PLG    "
GO:BP,neutrophil mediated killing of symbiont cell,GO:0070943,0.01247641013048,"F2,ARG1,CXCL6    "
GO:BP,coagulation,GO:0050817,0.012660586085612,"FGG,FGB,SERPINC1,F2,PROC,HRG,VTN,PF4V1,F5,PLG    "
GO:BP,carboxylic acid catabolic process,GO:0046395,0.013037706941538,"PON1,MAT1A,PAH,PRODH,HPD,HGD,TAT,PCK1,ARG1    "
GO:BP,organic acid catabolic process,GO:0016054,0.013037706941538,"PON1,MAT1A,PAH,PRODH,HPD,HGD,TAT,PCK1,ARG1    "
GO:BP,protein activation cascade,GO:0072376,0.016814931522292,"FGG,FGB,SERPINC1,F2    "
GO:BP,"blood coagulation, fibrin clot formation",GO:0072378,0.016814931522292,"FGG,FGB,SERPINC1,F2    "
GO:BP,small molecule catabolic process,GO:0044282,0.017676846884574,"ALDOB,PON1,MAT1A,PAH,PRODH,HPD,ALDH1A1,HGD,TAT,PCK1,ARG1    "
GO:BP,omega-hydroxylase P450 pathway,GO:0097267,0.018650174647947,"CYP2C8,CYP2C9,CYP1B1    "
GO:BP,aromatic amino acid family catabolic process,GO:0009074,0.019546351112239,"PAH,HPD,HGD,TAT    "
GO:BP,alpha-amino acid metabolic process,GO:1901605,0.019671702050948,"MAT1A,PAH,PRODH,HPD,HGD,TAT,GNMT,ARG1    "
GO:BP,negative regulation of immune response,GO:0050777,0.02338933719257,"APOA1,IL13RA2,HLA-F,IL33,ARG1,TRIM27,ACOD1    "
GO:BP,monosaccharide metabolic process,GO:0005996,0.025652903109512,"ALDOB,UGT2B15,ALDH1A1,G6PC,PCK1,GNMT,PRKN,OAS1,RGN    "
GO:BP,triglyceride metabolic process,GO:0006641,0.026114013434791,"THRSP,APOA1,G6PC,PCK1,CYP2E1,RGN    "
GO:BP,neutrophil mediated cytotoxicity,GO:0070942,0.026551382862747,"F2,ARG1,CXCL6    "
GO:BP,negative regulation of fibrinolysis,GO:0051918,0.026551382862747,"F2,HRG,PLG    "
GO:BP,multi-organism process,GO:0051704,0.028982358258746,"S100A8,S100A9,FGG,FGB,THRSP,F2,RIMBP3C,A1CF,PCK1,HRG,S100A14,PF4V1,CYP2E1,HLA-F,IL33,PRKN,TDRD12,ITGAX,ARG1,MST1R,TRIM27,ACOD1,CXCL6,OAS1,RPL10L,UBD,ROS1,PGF,BMP6,RGN,PLG    "
GO:BP,regulation of immune response,GO:0050776,0.03541924934726,"S100A8,S100A9,FGG,FGB,F2,APOA1,FGL1,IL13RA2,HRG,S100A14,VTN,HLA-F,IL33,ARG1,CD300C,TRIM27,ACOD1    "
GO:BP,positive regulation of response to biotic stimulus,GO:0002833,0.039925928128344,"S100A8,S100A9,FGG,FGB,HRG,S100A14,HLA-F,ARG1,ACOD1,BMP6    "
GO:BP,response to stress,GO:0006950,0.041569410915898,"S100A8,S100A9,FGG,FGB,SERPINC1,PRODH,F2,APOA1,ALAS2,TAT,EYA4,PROC,PCK1,HRG,S100A14,VTN,PF4V1,F5,CYP2E1,HLA-F,IL33,PRKN,FLRT3,ITGAX,ARG1,MST1R,CD300C,CYP1B1,TRIM27,ACOD1,CXCL6,OAS1,UBD,PGF,BMP6,RGN,PLG    "
GO:BP,regulation of biological quality,GO:0065008,0.046109131935731,"S100A8,S100A9,CYP2C8,PAH,FGG,FGB,SERPINC1,F2,APOA1,CP,ALAS2,ALDH1A1,G6PC,A1CF,PROC,KANK4,PCK1,CYP2C9,MAGEL2,HRG,S100A14,VTN,PF4V1,ZNF804A,GABRR2,F5,PRKN,FLRT3,CYP1B1,TRIM27,CXCL6,OAS1,SLC22A3,SYN2,BMP6,RGN,PLG    "
GO:BP,killing by host of symbiont cells,GO:0051873,0.04834304340263,"F2,ARG1,CXCL6    "
GO:BP,neutrophil aggregation,GO:0070488,0.04873424786352,"S100A8,S100A9    "
KEGG,Complement and coagulation cascades,KEGG:04610,9.88299147404486E-08,"FGG,FGB,SERPINC1,F2,PROC,VTN,F5,ITGAX,PLG    "
KEGG,Metabolic pathways,KEGG:01100,0.006931353567734,"ALDOB,MAT1A,UGT2B15,CYP2C8,PAH,HMGCS2,PRODH,HPD,ALAS2,ALDH1A1,HGD,G6PC,ACSM5,TAT,PCK1,CYP2C9,GNMT,CYP2E1,ARG1,ACOD1,RGN    "
KEGG,Biosynthesis of amino acids,KEGG:01230,0.008393845853045,"ALDOB,MAT1A,PAH,TAT,ARG1    "
KEGG,Chemical carcinogenesis,KEGG:05204,0.011412678602231,"UGT2B15,CYP2C8,CYP2C9,CYP2E1,CYP1B1    "
KEGG,Phenylalanine metabolism,KEGG:00360,0.012151118695591,"PAH,HPD,TAT    "
KEGG,"Phenylalanine, tyrosine and tryptophan biosynthesis",KEGG:00400,0.030445694220229,"PAH,TAT    "
REAC,Common Pathway of Fibrin Clot Formation,REAC:R-HSA-140875,1.6189370683644E-08,"FGG,FGB,SERPINC1,F2,PROC,PF4V1,F5    "
REAC,Formation of Fibrin Clot (Clotting Cascade),REAC:R-HSA-140877,1.34333124398335E-06,"FGG,FGB,SERPINC1,F2,PROC,PF4V1,F5    "
REAC,Phenylalanine and tyrosine metabolism,REAC:R-HSA-8963691,0.000169298401776,"PAH,HPD,HGD,TAT    "
REAC,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),REAC:R-HSA-381426,0.000355969791315,"FGG,SERPINC1,F2,APOA1,CP,PROC,F5,PLG    "
REAC,Tyrosine catabolism,REAC:R-HSA-8963684,0.000880961267339,"HPD,HGD,TAT    "
REAC,Biosynthesis of maresin-like SPMs,REAC:R-HSA-9027307,0.00175404395868,"CYP2C8,CYP2C9,CYP2E1    "
REAC,Regulation of TLR by endogenous ligand,REAC:R-HSA-5686938,0.00191508191882,"S100A8,S100A9,FGG,FGB    "
REAC,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),REAC:R-HSA-2142670,0.004867513303052,"CYP2C8,CYP2C9,CYP1B1    "
REAC,Biosynthesis of maresins,REAC:R-HSA-9018682,0.004867513303052,"CYP2C8,CYP2C9,CYP2E1    "
REAC,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),REAC:R-HSA-2142816,0.007268643809866,"CYP2C8,CYP2C9,CYP1B1    "
REAC,CYP2E1 reactions,REAC:R-HSA-211999,0.014150420035767,"CYP2C8,CYP2C9,CYP2E1    "
REAC,Post-translational protein phosphorylation,REAC:R-HSA-8957275,0.019856447633826,"FGG,SERPINC1,APOA1,CP,PROC,F5    "
REAC,Biological oxidations,REAC:R-HSA-211859,0.022642147685164,"MAT1A,UGT2B15,CYP2C8,ALDH1A1,ACSM5,CYP2C9,CYP2E1,CYP1B1    "
REAC,Biosynthesis of DHA-derived SPMs,REAC:R-HSA-9018677,0.046963384433612,"CYP2C8,CYP2C9,CYP2E1    "
REAC,Platelet degranulation ,REAC:R-HSA-114608,0.047212510366901,"FGG,FGB,APOA1,HRG,F5,PLG    "
