"term id","# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"36","5","3","GO Process","","tyrosine catabolic process","0.0012","HGD|HPD|TAT","52","75|150|131","","GO.0006572","0"
"37","20","4","GO Process","","aromatic amino acid family catabolic process","0.0012","HGD|HPD|TAT|PAH","52","75|150|131|154","","GO.0009074","0"
"38","20","4","GO Process","","epoxygenase P450 pathway","0.0012","CYP2C9|CYP2C8|CYP2E1|CYP1B1","52","171|120|102|174","","GO.0019373","0"
"39","288","10","GO Process","","blood coagulation","0.0014","PF4V1|HRG|PROC|FGB|F2|PLG|FGG|SERPINC1|F5|PIK3R6","52","71|164|63|98|117|91|81|79|77|176","","GO.0007596","0"
"40","835","17","GO Process","","response to other organism","0.0015","UNC13D|CXCL6|PF4V1|HRG|IL12RB2|MST1R|FGB|F2|PCK1|ARG1|S100A14|S100A8|S100A9|IRG1|IL33|OAS1|IRGM","52","155|126|71|164|170|100|98|117|103|134|158|136|153|146|138|157|160","","GO.0051707","0"
"41","8","3","GO Component","","fibrinogen complex","0.0016","FGB|FGG|FGL1","52","98|81|162","","GO.0005577","0"
"42","8","3","Reactome Pathways","","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)","0.0016","CYP2C9|CYP2C8|CYP1B1","52","171|120|174","","HSA-2142670","0"
"43","3267","39","GO Process","","response to stress","0.0017","UNC13D|CXCL6|PF4V1|HRG|PROC|APOA1|BMP6|MST1R|FGB|F2|PLG|PCK1|CD300C|ALAS2|FGG|MYH7|TAT|ARG1|POX2|PARK2|SERPINC1|F5|VANGL2|S100A14|S100A8|S100A9|TRIM27|IRG1|FLRT3|IL33|OAS1|IRGM|EYA4|CYP2E1|PGF|ENSP00000459962|ENSP00000466834|CYP1B1|PIK3R6","52","155|126|71|164|63|99|167|100|98|117|91|103|85|172|81|89|131|134|178|141|79|77|108|158|136|153|70|146|122|138|157|160|73|102|110|74|109|174|176","","GO.0006950","0"
"44","51","5","GO Process","","positive regulation of wound healing","0.0017","VTN|HRG|F2|PLG|S100A9","52","121|164|117|91|153","","GO.0090303","0"
"45","438","12","GO Process","","defense response to other organism","0.0017","UNC13D|CXCL6|HRG|FGB|F2|ARG1|S100A14|S100A8|S100A9|IL33|OAS1|IRGM","52","155|126|164|98|117|134|158|136|153|138|157|160","","GO.0098542","0"
"46","9","3","Reactome Pathways","","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)","0.0017","CYP2C9|CYP2C8|CYP1B1","52","171|120|174","","HSA-2142816","0"
"47","11","3","Reactome Pathways","","CYP2E1 reactions","0.002","CYP2C9|CYP2C8|CYP2E1","52","171|120|102","","HSA-211999","0"
"48","105","6","Reactome Pathways","","Diseases of metabolism","0.002","G6PC|AMN|MAT1A|ALDOB|PAH|CYP1B1","52","66|84|111|96|154|174","","HSA-5668914","0"
"49","106","6","Reactome Pathways","","Post-translational protein phosphorylation","0.002","PROC|APOA1|CP|FGG|SERPINC1|F5","52","63|99|129|81|79|77","","HSA-8957275","0"
"50","248","9","GO Process","","steroid metabolic process","0.0021","PON1|APOA1|G6PC|CYP2C9|HMGCS2|CYP2C8|GC|CYP2E1|CYP1B1","52","119|99|66|171|87|120|143|102|174","","GO.0008202","0"
"51","189","8","GO Process","","regulation of cell-substrate adhesion","0.0021","UNC13D|VTN|HRG|APOA1|FGB|PLG|FGG|SPOCK2","52","155|121|164|99|98|91|81|165","","GO.0010810","0"
"52","26","4","GO Process","","positive regulation of blood coagulation","0.0021","HRG|F2|PLG|S100A9","52","164|117|91|153","","GO.0030194","0"
"53","3559","41","GO Process","","regulation of biological quality","0.0021","VTN|PF4V1|HRG|PROC|APOA1|G6PC|CP|SLC22A3|BMP6|ALDH1A1|ZNF804A|FGB|F2|PLG|GPR88|PCK1|ALAS2|FGG|MYH7|PARK2|SERPINC1|F5|S100A14|S100A8|S100A9|TRIM27|FLRT3|CATSPER2|KCNA1|A1CF|RGN|OAS1|IRGM|RIMS1|MAGEL2|PAH|ENSP00000459962|ENSP00000466834|CYP1B1|SYN2|PIK3R6","52","121|71|164|63|99|66|129|180|167|169|148|98|117|91|128|103|172|81|89|141|79|77|158|136|153|70|122|82|132|92|166|157|160|156|182|154|74|109|174|123|176","","GO.0065008","0"
"54","461","12","GO Process","","wound healing","0.0022","PF4V1|HRG|PROC|FGB|F2|PLG|FGG|SERPINC1|F5|VANGL2|S100A8|PIK3R6","52","71|164|63|98|117|91|81|79|77|108|136|176","","GO.0042060","0"
"55","189","8","SMART Domains","","Fibronectin type 3 domain","0.0022","CHL1|IL12RB2|ROS1|FLRT3|RIMBP3C|MYBPC1|RIMBP3B|PTPRQ","52","78|170|76|122|88|179|161|152","","SM00060","0"
"56","203","9","InterPro Domains","","Fibronectin type III","0.0025","CHL1|IL12RB2|ROS1|IL13RA2|FLRT3|RIMBP3C|MYBPC1|RIMBP3B|PTPRQ","52","78|170|76|181|122|88|179|161|152","","IPR003961","0"
"57","204","9","InterPro Domains","","Fibronectin type III superfamily","0.0025","CHL1|IL12RB2|ROS1|IL13RA2|FLRT3|RIMBP3C|MYBPC1|RIMBP3B|PTPRQ","52","78|170|76|181|122|88|179|161|152","","IPR036116","0"
"58","9","3","GO Process","","tyrosine metabolic process","0.0028","HGD|HPD|TAT","52","75|150|131","","GO.0006570","0"
"59","482","12","GO Process","","inflammatory response","0.0028","UNC13D|CXCL6|PF4V1|BMP6|F2|SERPINC1|S100A8|S100A9|IRG1|IL33|IRGM|ENSP00000459962","52","155|126|71|167|117|79|136|153|146|138|160|74","","GO.0006954","0"
"60","29","4","GO Process","","aromatic amino acid family metabolic process","0.0028","HGD|HPD|TAT|PAH","52","75|150|131|154","","GO.0009072","0"
"61","2524","32","GO Process","","regulation of localization","0.0028","UNC13D|PON1|VTN|CXCL6|PF4V1|HRG|APOA1|BMP6|FGB|F2|PLG|CALHM1|FGG|ARG1|PARK2|ROS1|S100A14|S100A8|S100A9|IL13RA2|SPOCK2|NKAIN1|TRIM27|IL33|CATSPER2|KCNA1|NRG4|RGN|RIMS1|PGF|ENSP00000459962|CYP1B1","52","155|119|121|126|71|164|99|167|98|117|91|163|81|134|141|76|158|136|153|181|165|151|70|138|82|132|86|166|156|110|74|174","","GO.0032879","0"
"62","2054","28","GO Process","","positive regulation of response to stimulus","0.0028","RASD2|VTN|CXCL6|PF4V1|HRG|APOA1|BMP6|MST1R|FGB|F2|PLG|FGG|ARG1|PARK2|VANGL2|S100A14|S100A8|S100A9|IRG1|IL33|NRG4|RGN|IRGM|RIMS1|EYA4|PGF|CYP1B1|PIK3R6","52","125|121|126|71|164|99|167|100|98|117|91|81|134|141|108|158|136|153|146|138|86|166|160|156|73|110|174|176","","GO.0048584","0"
"63","483","12","GO Process","","regulation of body fluid levels","0.0028","VTN|PF4V1|HRG|PROC|FGB|F2|PLG|FGG|SERPINC1|F5|S100A9|PIK3R6","52","121|71|164|63|98|117|91|81|79|77|153|176","","GO.0050878","0"
"64","1299","21","GO Process","","regulation of response to stress","0.0028","VTN|HRG|PROC|APOA1|FGB|F2|PLG|FGG|ARG1|PARK2|SERPINC1|VANGL2|S100A14|S100A8|S100A9|IRG1|IL33|RGN|IRGM|EYA4|PIK3R6","52","121|164|63|99|98|117|91|81|134|141|79|108|158|136|153|146|138|166|160|73|176","","GO.0080134","0"
"65","9","3","GO Process","","omega-hydroxylase P450 pathway","0.0028","CYP2C9|CYP2C8|CYP1B1","52","171|120|174","","GO.0097267","0"
"66","209","8","GO Process","","alpha-amino acid metabolic process","0.0029","HGD|HPD|TAT|ARG1|POX2|MAT1A|GNMT|PAH","52","75|150|131|134|178|111|72|154","","GO.1901605","0"
"67","10","3","GO Process","","negative regulation of fibrinolysis","0.003","HRG|F2|PLG","52","164|117|91","","GO.0051918","0"
"68","32","4","GO Process","","positive regulation of substrate adhesion-dependent cell spreading","0.0033","UNC13D|APOA1|FGB|FGG","52","155|99|98|81","","GO.1900026","0"
"69","68","5","GO Component","","platelet alpha granule lumen","0.0034","HRG|FGB|PLG|FGG|F5","52","164|98|91|81|77","","GO.0031093","0"
"70","1796","25","GO Component","","endoplasmic reticulum","0.0035","UNC13D|VTN|PROC|APOA1|G6PC|CYP2C9|CP|HPD|RPL10L|FGB|F2|CALHM1|FGG|PARK2|SERPINC1|F5|CYP2C8|GJB1|FLRT3|KCNA1|A1CF|OAS1|CYP2E1|TMC6|CYP1B1","52","155|121|63|99|66|171|129|150|173|98|117|163|81|141|79|77|120|159|122|132|92|157|102|145|174","","GO.0005783","0"
"71","33","4","GO Process","","negative regulation of production of molecular mediator of immune response","0.0036","APOA1|ARG1|IL13RA2|IL33","52","99|134|181|138","","GO.0002701","0"
"72","1234","20","GO Process","","defense response","0.0036","UNC13D|CXCL6|PF4V1|HRG|BMP6|MST1R|FGB|F2|CD300C|ARG1|SERPINC1|S100A14|S100A8|S100A9|TRIM27|IRG1|IL33|OAS1|IRGM|ENSP00000459962","52","155|126|71|164|167|100|98|117|85|134|79|158|136|153|70|146|138|157|160|74","","GO.0006952","0"
"73","281","9","GO Process","","negative regulation of response to external stimulus","0.0036","VTN|HRG|PROC|APOA1|FGB|F2|PLG|FGG|IRG1","52","121|164|63|99|98|117|91|81|146","","GO.0032102","0"
"74","125","6","Reactome Pathways","","Platelet degranulation","0.0038","HRG|APOA1|FGB|PLG|FGG|F5","52","164|99|98|91|81|77","","HSA-114608","0"
"75","676","14","GO Process","","regulation of defense response","0.0039","VTN|PROC|APOA1|FGB|F2|FGG|ARG1|S100A14|S100A8|S100A9|IRG1|IL33|IRGM|PIK3R6","52","121|63|99|98|117|81|134|158|136|153|146|138|160|176","","GO.0031347","0"
"76","113","6","GO Process","","drug catabolic process","0.0041","CYP2C9|HGD|HPD|TAT|CYP2C8|PAH","52","171|75|150|131|120|154","","GO.0042737","0"
"77","114","6","GO Process","","pattern recognition receptor signaling pathway","0.0043","FGB|FGG|S100A14|S100A8|S100A9|IRGM","52","98|81|158|136|153|160","","GO.0002221","0"
"78","959","17","GO Process","","secretion by cell","0.0043","UNC13D|HRG|APOA1|S100P|FGB|PLG|FGG|ARG1|F5|S100A8|S100A9|TRIM27|RIMS1|ITGAX|ENSP00000459962|TMC6|SYN2","52","155|164|99|177|98|91|81|134|77|136|153|70|156|144|74|145|123","","GO.0032940","0"
"79","256","8","Reactome Pathways","","Platelet activation, signaling and aggregation","0.0045","HRG|APOA1|FGB|F2|PLG|FGG|F5|PIK3R6","52","164|99|98|117|91|81|77|176","","HSA-76002","0"
"80","691","14","GO Process","","regulated exocytosis","0.0046","UNC13D|HRG|APOA1|S100P|FGB|PLG|FGG|ARG1|F5|S100A8|S100A9|RIMS1|ITGAX|TMC6","52","155|164|99|177|98|91|81|134|77|136|153|156|144|145","","GO.0045055","0"
"81","2032","26","Reactome Pathways","","Metabolism","0.0047","PON1|APOA1|G6PC|CYP2C9|SLC22A3|THRSP|HGD|HPD|ALDH1A1|RPL10L|AMN|PCK1|ACSM5|ALAS2|TAT|ARG1|HMGCS2|CYP2C8|MAT1A|GNMT|ALDOB|GC|CYP2E1|PAH|CYP1B1|PIK3R6","52","119|99|66|171|180|80|75|150|169|173|84|103|90|172|131|134|87|120|111|72|96|143|102|154|174|176","","HSA-1430728","0"
"82","1070","18","GO Process","","secretion","0.0048","UNC13D|HRG|APOA1|S100P|FGB|PLG|FGG|ARG1|SERPINC1|F5|S100A8|S100A9|TRIM27|RIMS1|ITGAX|ENSP00000459962|TMC6|SYN2","52","155|164|99|177|98|91|81|134|79|77|136|153|70|156|144|74|145|123","","GO.0046903","0"
"83","298","9","GO Process","","response to lipopolysaccharide","0.0049","CXCL6|PF4V1|IL12RB2|PCK1|ARG1|S100A14|S100A8|IRG1|IRGM","52","126|71|170|103|134|158|136|146|160","","GO.0032496","0"
"84","882","16","GO Process","","positive regulation of immune system process","0.005","UNC13D|CXCL6|PF4V1|HRG|FGB|FGG|ARG1|S100A14|S100A8|S100A9|IL13RA2|IRG1|IL33|IRGM|PGF|PIK3R6","52","155|126|71|164|98|81|134|158|136|153|181|146|138|160|110|176","","GO.0002684","0"
"85","120","6","GO Process","","platelet activation","0.0051","PF4V1|HRG|FGB|F2|FGG|PIK3R6","52","71|164|98|117|81|176","","GO.0030168","0"
"86","1391","21","GO Process","","regulation of immune system process","0.0052","UNC13D|VTN|CXCL6|PF4V1|HRG|APOA1|FGB|F2|CD300C|FGG|ARG1|S100A14|S100A8|S100A9|IL13RA2|TRIM27|IRG1|IL33|IRGM|PGF|PIK3R6","52","155|121|126|71|164|99|98|117|85|81|134|158|136|153|181|70|146|138|160|110|176","","GO.0002682","0"
"87","237","8","GO Process","","carboxylic acid catabolic process","0.0053","PON1|HGD|HPD|TAT|ARG1|POX2|MAT1A|PAH","52","119|75|150|131|134|178|111|154","","GO.0046395","0"
"88","122","6","GO Process","","transition metal ion homeostasis","0.0053","CP|BMP6|ALAS2|PARK2|S100A8|S100A9","52","129|167|172|141|136|153","","GO.0055076","0"
"89","2951","34","UniProt Keywords","","Disease mutation","0.0054","HRG|PROC|APOA1|G6PC|HGD|HPD|MST1R|AMN|FGB|F2|PLG|ALAS2|FGG|MYH7|TAT|ARG1|PARK2|SERPINC1|F5|VANGL2|HMGCS2|PDE6C|MAT1A|GNMT|GJB1|ALDOB|FLRT3|KCNA1|MYBPC1|RIMS1|EYA4|PAH|CYP1B1|PTPRQ","52","164|63|99|66|75|150|100|84|98|117|91|172|81|89|131|134|141|79|77|108|87|64|111|72|159|96|122|132|179|156|73|154|174|152","","KW-0225","0"
"90","80","5","UniProt Keywords","","Monooxygenase","0.0054","CYP2C9|CYP2C8|CYP2E1|PAH|CYP1B1","52","171|120|102|154|174","","KW-0503","0"
"91","123","6","GO Process","","isoprenoid metabolic process","0.0054","APOA1|CYP2C9|ALDH1A1|HMGCS2|CYP2E1|CYP1B1","52","99|171|169|87|102|174","","GO.0006720","0"
"92","3237","36","UniProt Keywords","","Signal","0.0055","PON1|VTN|CXCL6|PF4V1|HRG|PROC|APOA1|CHL1|IL12RB2|CP|NTN5|BMP6|MST1R|AMN|FGB|GPR113|F2|PLG|CD300C|FGG|HHIPL2|SERPINC1|F5|ROS1|IL13RA2|SPOCK2|NKAIN1|LYPD5|FLRT3|FGL1|GABRR2|THSD7A|GC|PGF|ITGAX|PTPRQ","52","119|121|126|71|164|63|99|78|170|129|112|167|100|84|98|68|117|91|85|81|69|79|77|76|181|165|151|97|122|162|107|67|143|110|144|152","","KW-0732","0"
"93","29","4","InterPro Domains","","S100/CaBP-9k-type, calcium binding, subdomain","0.0062","S100P|S100A14|S100A8|S100A9","52","177|158|136|153","","IPR013787","0"
"94","601","12","Reactome Pathways","","Hemostasis","0.0062","PF4V1|HRG|PROC|APOA1|FGB|F2|PLG|FGG|SERPINC1|F5|ITGAX|PIK3R6","52","71|164|63|99|98|117|91|81|79|77|144|176","","HSA-109582","0"
"95","4353","44","UniProt Keywords","","Glycoprotein","0.0063","PON1|VTN|PF4V1|HRG|PROC|APOA1|G6PC|CHL1|SLCO5A1|IL12RB2|CP|SLC6A15|NTN5|SLC22A3|BMP6|MST1R|AMN|TMPRSS5|FGB|GPR113|F2|PLG|GPR88|CD300C|CALHM1|FGG|HHIPL2|SERPINC1|F5|ROS1|IL13RA2|SPOCK2|NKAIN1|LYPD5|FLRT3|KCNA1|NRG4|GABRR2|THSD7A|GC|PGF|ITGAX|TMC6|PTPRQ","52","119|121|71|164|63|99|66|78|113|170|129|94|112|180|167|100|84|140|98|68|117|91|128|85|163|81|69|79|77|76|181|165|151|97|122|132|86|107|67|143|110|144|145|152","","KW-0325","0"
"96","3799","40","UniProt Keywords","","Disease","0.0063","UNC13D|HRG|PROC|APOA1|G6PC|HGD|HPD|MST1R|AMN|FGB|F2|PLG|GPR88|ALAS2|FGG|MYH7|TAT|ARG1|PARK2|SERPINC1|F5|VANGL2|ROS1|HMGCS2|PDE6C|MAT1A|GNMT|GJB1|ALDOB|TRIM27|FLRT3|KCNA1|MYBPC1|RIMS1|EYA4|MAGEL2|PAH|CYP1B1|SYN2|PTPRQ","52","155|164|63|99|66|75|150|100|84|98|117|91|128|172|81|89|131|134|141|79|77|108|76|87|64|111|72|159|96|70|122|132|179|156|73|182|154|174|123|152","","KW-9995","0"
"97","388","10","GO Process","","small molecule catabolic process","0.0064","PON1|HGD|HPD|ALDH1A1|TAT|ARG1|POX2|MAT1A|ALDOB|PAH","52","119|75|150|169|131|134|178|111|96|154","","GO.0044282","0"
"98","72","5","KEGG Pathways","","Biosynthesis of amino acids","0.0065","TAT|ARG1|MAT1A|ALDOB|PAH","52","131|134|111|96|154","","hsa01230","0"
"99","214","7","Reactome Pathways","","Biological oxidations","0.0065","CYP2C9|ALDH1A1|ACSM5|CYP2C8|MAT1A|CYP2E1|CYP1B1","52","171|169|90|120|111|102|174","","HSA-211859","0"
"100","129","6","GO Process","","platelet degranulation","0.0067","HRG|APOA1|FGB|PLG|FGG|F5","52","164|99|98|91|81|77","","GO.0002576","0"
"101","22","3","Reactome Pathways","","Intrinsic Pathway of Fibrin Clot Formation","0.0067","PROC|F2|SERPINC1","52","63|117|79","","HSA-140837","0"
"102","43","4","GO Process","","positive regulation of response to biotic stimulus","0.0068","HRG|BMP6|ARG1|IRG1","52","164|167|134|146","","GO.0002833","0"
"103","555","12","GO Process","","response to bacterium","0.0068","CXCL6|PF4V1|IL12RB2|FGB|F2|PCK1|ARG1|S100A14|S100A8|S100A9|IRG1|IRGM","52","126|71|170|98|117|103|134|158|136|153|146|160","","GO.0009617","0"
"104","4","2","Reactome Pathways","","HDL clearance","0.0072","APOA1|AMN","52","99|84","","HSA-8964011","0"
"105","105","5","Reactome Pathways","","Phase I - Functionalization of compounds","0.0074","CYP2C9|ALDH1A1|CYP2C8|CYP2E1|CYP1B1","52","171|169|120|102|174","","HSA-211945","0"
"106","59","4","Reactome Pathways","","Arachidonic acid metabolism","0.0074","PON1|CYP2C9|CYP2C8|CYP1B1","52","119|171|120|174","","HSA-2142753","0"
"107","2","2","GO Process","","neutrophil aggregation","0.0076","S100A8|S100A9","52","136|153","","GO.0070488","0"
